AREASYMBOL,SPATIALVER,MUSYM,MUKEY,MUKEY_1,OrgMatter
TX491,"7",FhF2,"373552","373552",0.51000000000
TX491,"7",FhF2,"373552","373552",0.51000000000
TX491,"7",FhF2,"373552","373552",0.51000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",BuB,"373530","373530",0.79000000000
TX491,"7",CrB,"373535","373535",0.44000000000
TX491,"7",BrB,"373528","373528",1.36000000000
TX491,"7",FaA,"373550","373550",2.50000000000
TX491,"7",TcA,"373574","373574",1.63000000000
TX491,"7",BrB,"373528","373528",1.36000000000
TX491,"7",BrB,"373528","373528",1.36000000000
TX491,"7",BrB,"373528","373528",1.36000000000
TX491,"7",BrB,"373528","373528",1.36000000000
TX491,"7",BrB,"373528","373528",1.36000000000
TX491,"7",BrB,"373528","373528",1.36000000000
TX491,"7",WlB,"373581","373581",0.72000000000
TX491,"7",AwD3,"373519","373519",1.66000000000
TX491,"7",FhF2,"373552","373552",0.51000000000
TX491,"7",FhF2,"373552","373552",0.51000000000
TX491,"7",CrC3,"373536","373536",0.44000000000
TX491,"7",BrB,"373528","373528",1.36000000000
TX491,"7",BuB,"373530","373530",0.79000000000
TX491,"7",BuB,"373530","373530",0.79000000000
TX491,"7",BuB,"373530","373530",0.79000000000
TX491,"7",AwD3,"373519","373519",1.66000000000
TX491,"7",WhC,"373579","373579",0.45000000000
TX491,"7",BuB,"373530","373530",0.79000000000
TX491,"7",BuB,"373530","373530",0.79000000000
TX491,"7",EeB,"373545","373545",5.36000000000
TX491,"7",BeC3,"373523","373523",1.07000000000
TX491,"7",BuB,"373530","373530",0.79000000000
TX491,"7",BuB,"373530","373530",0.79000000000
TX491,"7",RbtF,"373539","373539",0.33000000000
TX491,"7",UhA,"373576","373576",0.78000000000
TX491,"7",BuB,"373530","373530",0.79000000000
TX491,"7",BuB,"373530","373530",0.79000000000
TX491,"7",BuB,"373530","373530",0.79000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",BuB,"373530","373530",0.79000000000
TX491,"7",BuB,"373530","373530",0.79000000000
TX491,"7",BuB,"373530","373530",0.79000000000
TX491,"7",WnbA,"3130105","3130105",0.72000000000
TX491,"7",RaB,"373569","373569",0.57000000000
TX491,"7",RbtF,"373539","373539",0.33000000000
TX491,"7",WnbA,"3130105","3130105",0.72000000000
TX491,"7",WnbA,"3130105","3130105",0.72000000000
TX491,"7",WnbA,"3130105","3130105",0.72000000000
TX491,"7",EeB,"373545","373545",5.36000000000
TX491,"7",SvB,"373573","373573",0.99000000000
TX491,"7",ErE,"373546","373546",5.36000000000
TX491,"7",WnbA,"3130105","3130105",0.72000000000
TX491,"7",WnbA,"3130105","3130105",0.72000000000
TX491,"7",RoC,"373571","373571",0.49000000000
TX491,"7",RoC,"373571","373571",0.49000000000
TX491,"7",AxC3,"373521","373521",0.33000000000
TX491,"7",WnbA,"3130105","3130105",0.72000000000
TX491,"7",WnbA,"3130105","3130105",0.72000000000
TX491,"7",WnbA,"3130105","3130105",0.72000000000
TX491,"7",WnbA,"3130105","3130105",0.72000000000
TX491,"7",PaD,"373567","373567",0.43000000000
TX491,"7",OaA,"373564","373564",1.50000000000
TX491,"7",OaA,"373564","373564",1.50000000000
TX491,"7",OaA,"373564","373564",1.50000000000
TX491,"7",WnbA,"3130105","3130105",0.72000000000
TX491,"7",WnbA,"3130105","3130105",0.72000000000
TX491,"7",WnbA,"3130105","3130105",0.72000000000
TX491,"7",WnbB,"3130130","3130130",0.72000000000
TX491,"7",AxC3,"373521","373521",0.33000000000
TX491,"7",RaB,"373569","373569",0.57000000000
TX491,"7",RoC,"373571","373571",0.49000000000
TX491,"7",PaD,"373567","373567",0.43000000000
TX491,"7",RoC,"373571","373571",0.49000000000
TX491,"7",RoC,"373571","373571",0.49000000000
TX491,"7",BuA,"373529","373529",1.02000000000
TX491,"7",EeB,"373545","373545",5.36000000000
TX491,"7",WnbB,"3130130","3130130",0.72000000000
TX491,"7",WnbB,"3130130","3130130",0.72000000000
TX491,"7",BeC3,"373523","373523",1.07000000000
TX491,"7",RaB,"373569","373569",0.57000000000
TX491,"7",RbtF,"373539","373539",0.33000000000
TX491,"7",RbtF,"373539","373539",0.33000000000
TX491,"7",AxC3,"373521","373521",0.33000000000
TX491,"7",UhA,"373576","373576",0.78000000000
TX491,"7",FaB,"373551","373551",2.50000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",WnbB,"3130130","3130130",0.72000000000
TX491,"7",BkE,"373525","373525",1.49000000000
TX491,"7",BktD,"373524","373524",1.52000000000
TX491,"7",SvB,"373573","373573",0.99000000000
TX491,"7",AsB,"373518","373518",1.66000000000
TX491,"7",WhC,"373579","373579",0.45000000000
TX491,"7",WnbB,"3130130","3130130",0.72000000000
TX491,"7",AlD2,"373516","373516",0.85000000000
TX491,"7",OlA,"373565","373565",1.50000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",GeB,"373553","373553",0.94000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",FaB,"373551","373551",2.50000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",AsA,"373517","373517",1.66000000000
TX491,"7",WhC,"373579","373579",0.45000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",AwD3,"373519","373519",1.66000000000
TX491,"7",EeB,"373545","373545",5.36000000000
TX491,"7",EyD,"373549","373549",1.01000000000
TX491,"7",GeB,"373553","373553",0.94000000000
TX491,"7",EaD,"373544","373544",5.36000000000
TX491,"7",QuC,"373568","373568",2.00000000000
TX491,"7",CrC3,"373536","373536",0.44000000000
TX491,"7",WhC,"373579","373579",0.45000000000
TX491,"7",OlA,"373565","373565",1.50000000000
TX491,"7",CaB,"373531","373531",1.99000000000
TX491,"7",FaB,"373551","373551",2.50000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",CaB,"373531","373531",1.99000000000
TX491,"7",EaD,"373544","373544",5.36000000000
TX491,"7",BktD,"373524","373524",1.52000000000
TX491,"7",BktD,"373524","373524",1.52000000000
TX491,"7",AsB,"373518","373518",1.66000000000
TX491,"7",WhC,"373579","373579",0.45000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",CrC3,"373536","373536",0.44000000000
TX491,"7",SvB,"373573","373573",0.99000000000
TX491,"7",FaB,"373551","373551",2.50000000000
TX491,"7",HoB,"373560","373560",1.69000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",HoB,"373560","373560",1.69000000000
TX491,"7",GeB,"373553","373553",0.94000000000
TX491,"7",TnA,"373575","373575",1.46000000000
TX491,"7",HoB,"373560","373560",1.69000000000
TX491,"7",HeiD3,"373557","373557",0.87000000000
TX491,"7",AsB,"373518","373518",1.66000000000
TX491,"7",FaA,"373550","373550",2.50000000000
TX491,"7",HoB,"373560","373560",1.69000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",GsB,"373554","373554",0.92000000000
TX491,"7",CaC,"373532","373532",2.00000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",DnC,"373542","373542",1.69000000000
TX491,"7",BrA,"373527","373527",1.36000000000
TX491,"7",SvB,"373573","373573",0.99000000000
TX491,"7",BrA,"373527","373527",1.36000000000
TX491,"7",AwD3,"373519","373519",1.66000000000
TX491,"7",WhC,"373579","373579",0.45000000000
TX491,"7",KrA,"373562","373562",1.04000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",BeB,"373522","373522",1.07000000000
TX491,"7",FaB,"373551","373551",2.50000000000
TX491,"7",AlC3,"373515","373515",0.79000000000
TX491,"7",AsA,"373517","373517",1.66000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",CaC,"373532","373532",2.00000000000
TX491,"7",EeB,"373545","373545",5.36000000000
TX491,"7",FaB,"373551","373551",2.50000000000
TX491,"7",WlB,"373581","373581",0.72000000000
TX491,"7",CrB,"373535","373535",0.44000000000
TX491,"7",GeB,"373553","373553",0.94000000000
TX491,"7",EeB,"373545","373545",5.36000000000
TX491,"7",CfB,"373534","373534",2.00000000000
TX491,"7",AsB,"373518","373518",1.66000000000
TX491,"7",EaD,"373544","373544",5.36000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",HoC2,"373561","373561",1.69000000000
TX491,"7",FaA,"373550","373550",2.50000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",CfB,"373534","373534",2.00000000000
TX491,"7",HeB,"373555","373555",0.98000000000
TX491,"7",CaC,"373532","373532",2.00000000000
TX491,"7",EeB,"373545","373545",5.36000000000
TX491,"7",HoC2,"373561","373561",1.69000000000
TX491,"7",BeC3,"373523","373523",1.07000000000
TX491,"7",HeB,"373555","373555",0.98000000000
TX491,"7",CaB,"373531","373531",1.99000000000
TX491,"7",AsB,"373518","373518",1.66000000000
TX491,"7",EyD,"373549","373549",1.01000000000
TX491,"7",CaB,"373531","373531",1.99000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",HoA,"373559","373559",1.69000000000
TX491,"7",HoA,"373559","373559",1.69000000000
TX491,"7",OaA,"373564","373564",1.50000000000
TX491,"7",AwD3,"373519","373519",1.66000000000
TX491,"7",WhC,"373579","373579",0.45000000000
TX491,"7",SvB,"373573","373573",0.99000000000
TX491,"7",CaC,"373532","373532",2.00000000000
TX491,"7",OaA,"373564","373564",1.50000000000
TX491,"7",AsB,"373518","373518",1.66000000000
TX491,"7",AwD3,"373519","373519",1.66000000000
TX491,"7",SvB,"373573","373573",0.99000000000
TX491,"7",SvB,"373573","373573",0.99000000000
TX491,"7",GeB,"373553","373553",0.94000000000
TX491,"7",HedC2,"373556","373556",0.89000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",EeB,"373545","373545",5.36000000000
TX491,"7",BeC3,"373523","373523",1.07000000000
TX491,"7",EyD,"373549","373549",1.01000000000
TX491,"7",BktD,"373524","373524",1.52000000000
TX491,"7",CfB,"373534","373534",2.00000000000
TX491,"7",W,"373577","373577",0.00000000000
TX491,"7",TnA,"373575","373575",1.46000000000
TX491,"7",EeB,"373545","373545",5.36000000000
TX491,"7",KrbA,"3130115","3130115",1.07000000000
TX491,"7",KrbA,"3130115","3130115",1.07000000000
TX491,"7",BktD,"373524","373524",1.52000000000
TX491,"7",BkE,"373525","373525",1.49000000000
TX491,"7",GeB,"373553","373553",0.94000000000
TX491,"7",CaC,"373532","373532",2.00000000000
TX491,"7",EyD,"373549","373549",1.01000000000
TX491,"7",CfB,"373534","373534",2.00000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",FaB,"373551","373551",2.50000000000
TX491,"7",HedC2,"373556","373556",0.89000000000
TX491,"7",EeB,"373545","373545",5.36000000000
TX491,"7",DnC,"373542","373542",1.69000000000
TX491,"7",KrA,"373562","373562",1.04000000000
TX491,"7",BktD,"373524","373524",1.52000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",GsB,"373554","373554",0.92000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",KrbA,"3130115","3130115",1.07000000000
TX491,"7",KrbA,"3130115","3130115",1.07000000000
TX491,"7",KrbA,"3130115","3130115",1.07000000000
TX491,"7",KrbA,"3130115","3130115",1.07000000000
TX491,"7",HedC2,"373556","373556",0.89000000000
TX491,"7",WlA,"373580","373580",0.72000000000
TX491,"7",HoC2,"373561","373561",1.69000000000
TX491,"7",SvA,"373572","373572",0.76000000000
TX491,"7",EaD,"373544","373544",5.36000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",EaD,"373544","373544",5.36000000000
TX491,"7",GsB,"373554","373554",0.92000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",BrkB,"3130103","3130103",1.36000000000
TX491,"7",DnC,"373542","373542",1.69000000000
TX491,"7",AwD3,"373519","373519",1.66000000000
TX491,"7",CaB,"373531","373531",1.99000000000
TX491,"7",AsB,"373518","373518",1.66000000000
TX491,"7",AwD3,"373519","373519",1.66000000000
TX491,"7",AsB,"373518","373518",1.66000000000
TX491,"7",HoB,"373560","373560",1.69000000000
TX491,"7",EaD,"373544","373544",5.36000000000
TX491,"7",ErG,"373547","373547",5.60000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",OkA,"373566","373566",1.50000000000
TX491,"7",KrB,"373563","373563",1.04000000000
TX491,"7",KrA,"373562","373562",1.04000000000
TX491,"7",BktD,"373524","373524",1.52000000000
TX491,"7",GeB,"373553","373553",0.94000000000
TX491,"7",HoB,"373560","373560",1.69000000000
TX491,"7",EyB,"373548","373548",0.92000000000
TX491,"7",CaB,"373531","373531",1.99000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",HoB,"373560","373560",1.69000000000
TX491,"7",GeB,"373553","373553",0.94000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",KrB,"373563","373563",1.04000000000
TX491,"7",GeB,"373553","373553",0.94000000000
TX491,"7",HeB,"373555","373555",0.98000000000
TX491,"7",EeB,"373545","373545",5.36000000000
TX491,"7",OlA,"373565","373565",1.50000000000
TX491,"7",FhF2,"373552","373552",0.51000000000
TX491,"7",FhF2,"373552","373552",0.51000000000
TX491,"7",FhF2,"373552","373552",0.51000000000
TX491,"7",FhF2,"373552","373552",0.51000000000
TX491,"7",FhF2,"373552","373552",0.51000000000
TX491,"7",FhF2,"373552","373552",0.51000000000
TX491,"7",FhF2,"373552","373552",0.51000000000
TX491,"7",FhF2,"373552","373552",0.51000000000
TX491,"7",FhF2,"373552","373552",0.51000000000
TX491,"7",AsB,"373518","373518",1.66000000000
TX491,"7",BkE,"373525","373525",1.49000000000
TX491,"7",FhF2,"373552","373552",0.51000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",KrA,"373562","373562",1.04000000000
TX491,"7",CaB,"373531","373531",1.99000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",CaB,"373531","373531",1.99000000000
TX491,"7",AsB,"373518","373518",1.66000000000
TX491,"7",GsB,"373554","373554",0.92000000000
TX491,"7",AwD3,"373519","373519",1.66000000000
TX491,"7",AwD3,"373519","373519",1.66000000000
TX491,"7",CaB,"373531","373531",1.99000000000
TX491,"7",ErE,"373546","373546",5.36000000000
TX491,"7",EaD,"373544","373544",5.36000000000
TX491,"7",HeiD3,"373557","373557",0.87000000000
TX491,"7",HoC2,"373561","373561",1.69000000000
TX491,"7",EyD,"373549","373549",1.01000000000
TX491,"7",AsB,"373518","373518",1.66000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",AwD3,"373519","373519",1.66000000000
TX491,"7",FaB,"373551","373551",2.50000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",AsB,"373518","373518",1.66000000000
TX491,"7",BkE,"373525","373525",1.49000000000
TX491,"7",FaB,"373551","373551",2.50000000000
TX491,"7",GsB,"373554","373554",0.92000000000
TX491,"7",FhF2,"373552","373552",0.51000000000
TX491,"7",AsB,"373518","373518",1.66000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",HoB,"373560","373560",1.69000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",CfB,"373534","373534",2.00000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",FaB,"373551","373551",2.50000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",EeB,"373545","373545",5.36000000000
TX491,"7",BrA,"373527","373527",1.36000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",BkE,"373525","373525",1.49000000000
TX491,"7",BktD,"373524","373524",1.52000000000
TX491,"7",WhC,"373579","373579",0.45000000000
TX491,"7",EaD,"373544","373544",5.36000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",GeB,"373553","373553",0.94000000000
TX491,"7",PITQ,"373578","373578",0.00000000000
TX491,"7",EaD,"373544","373544",5.36000000000
TX491,"7",CfB,"373534","373534",2.00000000000
TX491,"7",AsB,"373518","373518",1.66000000000
TX491,"7",FaB,"373551","373551",2.50000000000
TX491,"7",BkE,"373525","373525",1.49000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",HeB,"373555","373555",0.98000000000
TX491,"7",HeB,"373555","373555",0.98000000000
TX491,"7",TnA,"373575","373575",1.46000000000
TX491,"7",BktD,"373524","373524",1.52000000000
TX491,"7",AsB,"373518","373518",1.66000000000
TX491,"7",DnC,"373542","373542",1.69000000000
TX491,"7",AsB,"373518","373518",1.66000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",QuC,"373568","373568",2.00000000000
TX491,"7",AwD3,"373519","373519",1.66000000000
TX491,"7",AsB,"373518","373518",1.66000000000
TX491,"7",AlC3,"373515","373515",0.79000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",BktD,"373524","373524",1.52000000000
TX491,"7",CfB,"373534","373534",2.00000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",CaB,"373531","373531",1.99000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",FaB,"373551","373551",2.50000000000
TX491,"7",TcA,"373574","373574",1.63000000000
TX491,"7",TcA,"373574","373574",1.63000000000
TX491,"7",TcA,"373574","373574",1.63000000000
TX491,"7",TcA,"373574","373574",1.63000000000
TX491,"7",CrC3,"373536","373536",0.44000000000
TX491,"7",CrB,"373535","373535",0.44000000000
TX491,"7",HoB,"373560","373560",1.69000000000
TX491,"7",HoB,"373560","373560",1.69000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",GsB,"373554","373554",0.92000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",TcA,"373574","373574",1.63000000000
TX491,"7",TcA,"373574","373574",1.63000000000
TX491,"7",TcA,"373574","373574",1.63000000000
TX491,"7",TcA,"373574","373574",1.63000000000
TX491,"7",TcA,"373574","373574",1.63000000000
TX491,"7",TcA,"373574","373574",1.63000000000
TX491,"7",TcA,"373574","373574",1.63000000000
TX491,"7",TcA,"373574","373574",1.63000000000
TX491,"7",TcA,"373574","373574",1.63000000000
TX491,"7",TcA,"373574","373574",1.63000000000
TX491,"7",TcA,"373574","373574",1.63000000000
TX491,"7",TcA,"373574","373574",1.63000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",EeB,"373545","373545",5.36000000000
TX491,"7",AsB,"373518","373518",1.66000000000
TX491,"7",GsB,"373554","373554",0.92000000000
TX491,"7",HeB,"373555","373555",0.98000000000
TX491,"7",BktD,"373524","373524",1.52000000000
TX491,"7",GeB,"373553","373553",0.94000000000
TX491,"7",DoC,"373543","373543",2.00000000000
TX491,"7",BuB,"373530","373530",0.79000000000
TX491,"7",BeC3,"373523","373523",1.07000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",DnB,"373541","373541",1.69000000000
TX491,"7",EyB,"373548","373548",0.92000000000
TX491,"7",BeB,"373522","373522",1.07000000000
TX491,"7",W,"373577","373577",0.00000000000
TX491,"7",EyD,"373549","373549",1.01000000000
TX491,"7",FhF2,"373552","373552",0.51000000000
TX491,"7",BeB,"373522","373522",1.07000000000
TX491,"7",HedC2,"373556","373556",0.89000000000
